TargetGene	chr	start	end	averageCorr	averageCorrWeighted	Nchunks	Ncelltypes
ADD1	chr4	2843606	2844106	0.478115001906523	0.482208774301339	853	130
ADD2	chr2	70767993	70768493	0.0587856908114463	0.0521118059123465	497	68
ADD3	chr10	110007685	110008185	0.741370363716553	0.741206637042759	1018	131
ADD3-AS1	chr10	110008131	110008631	0.752372235077412	0.753089907801667	1015	131
ADGB	chr6	146598749	146599249	0.070872528273553	0.0712705902511837	513	78
ADGRA1	chr10	133087753	133088253	-4.26003865869155e-05	-8.00505982340821e-05	292	7
ADGRA1-AS1	chr10	133086447	133086947	-8.96043520182124e-05	-0.000131603317837409	95	2
ADGRA2	chr8	37796632	37797132	0.0699851946466638	0.0692621613599288	1035	94
ADGRA3	chr4	22515804	22516304	0.387588702707907	0.371947824443322	809	109
ADGRB1	chr8	142463765	142464265	-0.000108448252503949	-0.00012391400193823	26	2
ADGRB2	chr1	31763813	31764313	0.0302144161010844	0.0266080411354931	540	41
ADGRB3	chr6	68635489	68635989	0.175402180459069	0.160392469627463	691	88
ADGRD1	chr12	130953656	130954156	0.0582874930870359	0.0571413266183405	1243	91
ADGRE1	chr19	6887298	6887798	0.0130859944856987	0.0118586916773289	201	38
ADGRE2	chr19	14778291	14778791	0.00598908698442172	0.00579092919247808	90	15
ADGRE3	chr19	14674668	14675168	0.0355631106261679	0.0338977633685373	227	45
ADGRE4P	chr19	6990596	6991096	0.00553230060446004	0.00535679422325661	92	17
ADGRE5	chr19	14380893	14381393	0.162892570090141	0.152412445649639	547	123
ADGRF1	chr6	47042113	47042613	0.023678425946696	0.0195884391099681	625	38
ADGRF2	chr6	47656339	47656839	0.0148681299454327	0.0122083992865222	688	69
ADGRF3	chr2	26346567	26347067	0.626302141462346	0.618091315851246	497	129
ADGRF4	chr6	47698294	47698794	0.0167370687727189	0.0128744129122443	490	56
ADGRF5	chr6	46954688	46955188	0.00365493044844023	0.00282571743644918	525	37
ADGRG1	chr16	57627975	57628475	0.0894283639566855	0.0780415985766511	951	115
ADGRG2	chrX	19122387	19122887	0.00125494370112875	0.00119203821956594	337	18
ADGRG3	chr16	57667994	57668494	0.0195124188556564	0.0176360337339341	836	74
ADGRG4	chrX	136300712	136301212	NA	NA	NA	NA
ADGRG5	chr16	57542386	57542886	0.0595687788410045	0.0578418578296063	408	56
ADGRG6	chr6	142301668	142302168	0.0930146773610533	0.0853507432071688	1061	108
ADGRG7	chr3	100609338	100609838	0.00348828030873206	0.00268543837656521	415	25
ADGRL1	chr19	14205935	14206435	0.0132850162586095	0.0155308392109015	257	30
ADGRL2	chr1	81800146	81800646	0.196930610315902	0.184632143596802	401	83
ADGRL3	chr4	61201005	61201505	0.109392631016728	0.107427647330998	577	65
ADGRL3-AS1	chr4	62161515	62162015	NA	NA	NA	NA
ADGRL4	chr1	79006560	79007060	0.0246389560854068	0.0193196134719949	495	35
ADGRV1	chr5	90558549	90559049	0.0528157232730057	0.0457183675903859	647	53
ADH1A	chr4	99290778	99291278	NA	NA	91	1
ADH1B	chr4	99321192	99321692	0.00177310760189634	0.00139479146923146	337	15
ADH1C	chr4	99352795	99353295	0.00751749552950124	0.00776230954066707	455	35
ADH4	chr4	99144048	99144548	0.000300225285925465	0.000254922998666595	372	22
ADH5	chr4	99088538	99089038	0.604573797403003	0.589760719745918	788	131
ADH6	chr4	99218996	99219496	0.000612175578179385	0.000457297751930068	283	17
ADH7	chr4	99435260	99435760	7.35034266872773e-05	-4.46322617834522e-05	223	7
ADHFE1	chr8	66432232	66432732	0.347730484381151	0.322826093497489	783	113
ADI1	chr2	3519329	3519829	0.669060906395799	0.661468519231272	651	131
ADIG	chr20	38580944	38581444	0.000335776036686367	3.05642644807143e-07	633	44
ADIPOQ	chr3	186842423	186842923	0.00087200685655779	0.000641337867461725	559	22
ADIPOQ-AS1	chr3	186855873	186856373	-0.000161621427967355	-0.000250525564879043	138	6
ADIPOR1	chr1	202958146	202958646	0.138615548863975	0.139927144342403	593	125
ADIPOR2	chr12	1690830	1691330	0.698273633207641	0.691263888192039	877	131
ADIRF	chr10	86968180	86968680	0.141370104724723	0.119246424881415	611	83
ADK	chr10	74176238	74176738	0.649108518320676	0.657549635415074	424	131
ADM	chr11	10304729	10305229	0.275038182922034	0.267673285211345	583	130
ADM2	chr22	50481473	50481973	0.0480003323941697	0.0424214797464303	825	90
ADM5	chr19	49688434	49688934	0.0784873919078375	0.051769416728239	195	62
ADNP	chr20	50930963	50931463	0.70968243854683	0.7033834028001	821	131
ADNP-AS1	chr20	50930733	50931233	0.692474157690111	0.685594716114966	826	131
ADNP2	chr18	80108780	80109280	0.626494685050292	0.62323591683584	890	131
ADO	chr10	62804505	62805005	0.662893254937651	0.658740573362734	1132	131
ADORA1	chr1	203127457	203127957	0.0236904917484425	0.0222571455106184	907	76
ADORA2A	chr22	24427311	24427811	0.0405159237118666	0.0349089550987592	591	58
ADORA2A-AS1	chr22	24494824	24495324	0.00411171533027375	0.00320958088211897	444	27
ADORA2B	chr17	15944666	15945166	0.110518813426514	0.111494960228622	822	107
ADORA3	chr1	111503871	111504371	0.171293448121574	0.16790168203165	394	76
ADPGK	chr15	72783535	72784035	0.577716269415802	0.55588576151399	492	130
ADPGK-AS1	chr15	72782584	72783084	0.554831292314658	0.533785314685336	483	127
ADPRH	chr3	119579182	119579682	0.301728910799427	0.279719224002607	740	120
ADPRHL1	chr13	113453274	113453774	0.0045496993376801	0.00320816280854716	655	31
ADPRHL2	chr1	36088601	36089101	0.134944920426995	0.133602895322729	566	126
ADPRM	chr17	10697359	10697859	0.700618006084304	0.713718522871849	605	131
ADRA1A	chr8	26865405	26865905	-3.26023051829414e-05	-2.0952718589091e-05	154	6
ADRA1B	chr5	159916482	159916982	0.0434964733510021	0.0394515901309484	940	78
ADRA1D	chr20	4248762	4249262	0.00173153614160536	0.00120776969427984	481	23
ADRA2A	chr10	111076781	111077281	0.034234836873768	0.031922265734265	1076	87
ADRA2B	chr2	96115995	96116495	0.0349146904852057	0.0326048694980036	645	62
ADRA2C	chr4	3766318	3766818	0.00430970822638278	0.00385133522311979	456	30
ADRB1	chr10	114043796	114044296	0.0888721034501899	0.0910496589436602	889	90
ADRB2	chr5	148826342	148826842	0.36504393467348	0.363098749089223	1043	126
ADRB3	chr8	37966416	37966916	0.00107678059342923	0.00107534012049583	520	20
ADRM1	chr20	62302645	62303145	0.736226799592662	0.724983890384939	867	131
ADSL	chr22	40346249	40346749	0.352851089762282	0.349080693470543	615	130
ADSS	chr1	244451884	244452384	0.635111417275053	0.632323073540532	673	131
ADSSL1	chr14	104729593	104730093	0.000358952573267531	0.000240985094658352	221	8
ADTRP	chr6	11778797	11779297	0.0979042596400528	0.0988837229775303	786	69
AEBP1	chr7	44104110	44104610	0.0200000196515667	0.0168161250785478	561	63
AEBP2	chr12	19439423	19439923	0.645151880250515	0.624754775163669	915	131
AEN	chr15	88621045	88621545	0.382942183797438	0.378792379799013	676	131
AES	chr19	3062123	3062623	0.170867008724201	0.157472738188944	478	104
AFAP1	chr4	7939676	7940176	0.0906449096381006	0.0905244303356078	1379	119
AFAP1-AS1	chr4	7753839	7754339	0.00211098315598024	0.00182496774262296	744	24
AFAP1L1	chr5	149271587	149272087	0.0158776678479435	0.011794162989768	1152	91
AFAP1L2	chr10	114404528	114405028	0.0157828514523511	0.0120806999505824	743	49
AFDN	chr6	167826740	167827240	0.111744390091708	0.100110862503548	1340	102
AFDN-AS1	chr6	167826546	167827046	0.111618156059789	0.100522024258729	1333	103
AFF1	chr4	87006737	87007237	0.588964430767516	0.57171810893204	779	131
AFF2	chrX	148500368	148500868	0.0932660172156606	0.0965469613619661	721	59
AFF3	chr2	100142325	100142825	0.0346383147909485	0.0325589166756012	354	58
AFF4	chr5	132963412	132963912	0.62729709774619	0.612814728802143	578	131
AFG3L1P	chr16	89972329	89972829	0.734698054593995	0.740532188134305	589	131
AFG3L2	chr18	12377026	12377526	0.681516671957851	0.667836211461179	709	131
AFM	chr4	73481494	73481994	-0.000116138449691897	-0.000101411952151058	93	5
AFMID	chr17	78187066	78187566	0.156408233415818	0.159160625991626	813	129
AFP	chr4	73435968	73436468	NA	NA	27	1
AFTPH	chr2	64524054	64524554	0.646093413200727	0.661155948797629	956	131
AGA	chr4	177442253	177442753	0.75822902810007	0.760885809101188	684	131
AGAP1	chr2	235493838	235494338	0.0381234109018245	0.0368077639034302	947	82
AGAP1-IT1	chr2	235505500	235506000	0.00751555656592595	0.00555632846967242	717	40
AGAP11	chr10	86970490	86970990	0.358493657221243	0.327633570931096	782	122
AGAP12P	chr10	48031390	48031890	NA	NA	NA	NA
AGAP2	chr12	57741911	57742411	0.334992719742845	0.340594679842296	191	92
AGAP2-AS1	chr12	57725989	57726489	0.0192793917071015	0.0166652730980008	372	72
AGAP3	chr7	151086171	151086671	0.182772226312675	0.172338694717549	565	128
AGAP4	chr10	45847223	45847723	NA	NA	NA	NA
AGAP5	chr10	73697546	73698046	NA	NA	NA	NA
AGAP6	chr10	49988067	49988567	NA	NA	NA	NA
AGAP7P	chr10	46109244	46109744	NA	NA	NA	NA
AGBL1	chr15	86079557	86080057	-9.7734915271346e-05	-6.2394186407697e-05	347	13
AGBL1-AS1	chr15	86316718	86317218	0.000888873361161084	0.0004201449559716	636	32
AGBL2	chr11	47715126	47715626	0.140683340898906	0.124379181097384	917	129
AGBL3	chr7	134986257	134986757	0.619615795310409	0.61440204488674	969	131
AGBL4	chr1	50023704	50024204	0.0041106237171922	0.00428624756652179	276	35
AGBL4-IT1	chr1	49471835	49472335	NA	NA	NA	NA
AGBL5	chr2	27051372	27051872	0.736283589043591	0.705072535748213	285	131
AGBL5-AS1	chr2	27050014	27050514	0.729277294841069	0.698951485243256	284	131
AGER	chr6	32184072	32184572	0.196489534808158	0.197506570100188	141	72
AGFG1	chr2	227471921	227472421	0.341559886629398	0.33280795861214	916	131
AGFG2	chr7	100538960	100539460	0.467336023828967	0.476921539122267	490	131
AGGF1	chr5	77030134	77030634	0.54096174086743	0.540460981019651	888	131
AGK	chr7	141551027	141551527	0.0738655958822586	0.0632233386934208	1021	125
AGL	chr1	99850238	99850738	0.761919570834153	0.761985924384507	917	131
AGMAT	chr1	15584860	15585360	0.107704347367014	0.0998538161337103	714	95
AGMO	chr7	15561765	15562265	0.00203839476054108	0.0014071834621139	787	36
AGO1	chr1	35882944	35883444	0.0752121811492861	0.0701379321029398	538	114
AGO2	chr8	140635296	140635796	0.343698913463581	0.326684344377113	745	125
AGO3	chr1	35930831	35931331	0.507239395306018	0.466477722700285	504	120
AGO4	chr1	35807976	35808476	0.0645466772552467	0.0567130808238468	535	117
AGPAT1	chr6	32175889	32176389	0.649590022971141	0.625752437108281	200	130
AGPAT2	chr9	136687209	136687709	0.112239906022005	0.111042742596838	919	113
AGPAT3	chr21	43864984	43865484	0.0434858242153439	0.0412811820902413	909	81
AGPAT4	chr6	161273825	161274325	0.346430133595222	0.357541884225295	904	127
AGPAT4-IT1	chr6	161161732	161162232	0.0101555568447804	0.00837898796761957	594	46
AGPAT5	chr8	6708106	6708606	0.75826868264329	0.751502398221915	921	131
AGPS	chr2	177392492	177392992	0.160020228550712	0.155942422568667	772	129
AGR2	chr7	16804864	16805364	0.0162879086213919	0.0120457643446405	701	37
AGR3	chr7	16881739	16882239	0.00101071895333879	0.000544931438831309	417	16
AGRN	chr1	1019872	1020372	0.217186692450399	0.212175998208237	783	113
AGRP	chr16	67483563	67484063	0.0542527177639164	0.0474235803019367	299	45
AGT	chr1	230714340	230714840	0.016284681793616	0.0155331281875268	705	68
AGTPBP1	chr9	85741779	85742279	0.579571173012835	0.558025900229475	418	131
AGTR1	chr3	148697620	148698120	0.00414951094224397	0.0031687510374945	660	41
AGTR2	chrX	116170454	116170954	0.000125300523079543	4.18775300785476e-05	51	3
AGTRAP	chr1	11735834	11736334	0.349993401747252	0.341114197627238	670	131
AGXT	chr2	240868494	240868994	0.00246914799532045	0.00259219653305632	411	27
AGXT2	chr5	35047885	35048385	0.00479581081073491	0.00426130950969525	313	17
AHCTF1	chr1	246931728	246932228	0.70805522688615	0.713839396044058	572	131
AHCTF1P1	chr2	161507652	161508152	NA	NA	NA	NA
AHCY	chr20	34302756	34303256	0.733410479729963	0.730971794866903	499	131
AHCYL1	chr1	109984514	109985014	0.592701207018731	0.595096771909266	802	131
AHCYL2	chr7	129224763	129225263	0.735793587392586	0.735775704508893	1136	131
AHDC1	chr1	27603244	27603744	0.110267709512072	0.0972641089526617	914	120
AHI1	chr6	135497515	135498015	0.653138267955507	0.650138319240539	640	131
AHNAK	chr11	62546610	62547110	0.271288954492105	0.259858954985583	404	123
AHNAK2	chr14	104978107	104978607	0.0623052126303853	0.0522867524257285	692	80
AHR	chr7	17298401	17298901	0.410829682897367	0.390291846885582	1095	123
AHRR	chr5	303925	304425	NA	NA	107	1
AHSA1	chr14	77457779	77458279	0.755537948852116	0.764307286897066	532	131
AHSA2	chr2	61177167	61177667	0.757166508665897	0.759220064158816	466	131
AHSG	chr3	186612810	186613310	0.00556536371587732	0.00484790568557229	358	21
AHSP	chr16	31527601	31528101	0.000171156251528054	-0.000135254128180355	129	13
AICDA	chr12	8612617	8613117	0.000857765096790994	0.000561946946327772	188	13
AIDA	chr1	222712272	222712772	0.683250915362727	0.660803899302206	452	131
AIF1	chr6	31614958	31615458	0.310653795517664	0.315383622551542	225	83
AIF1L	chr9	131096225	131096725	0.0109977273892151	0.00766403813941304	601	60
AIFM1	chrX	130165637	130166137	0.656190273304446	0.633200947066354	621	131
AIFM2	chr10	70132684	70133184	0.0664291869429079	0.0663753790241288	719	116
AIFM3	chr22	20964879	20965379	0.000627048894150673	0.000399751945952406	161	14
AIG1	chr6	143060591	143061091	0.495281510887985	0.497539755184311	992	131
AIM1	chr6	106511604	106512104	0.148218744658417	0.146628949894895	1216	120
AIM1L	chr1	26353880	26354380	0.0123082125352356	0.00863528921394934	325	35
AIM2	chr1	159076651	159077151	0.0521902174045904	0.0498036053476079	366	82
AIMP1	chr4	106315445	106315945	0.757027624592734	0.74975711099681	473	131
AIMP2	chr7	6009000	6009500	0.77167535375518	0.775343400669774	682	131
AIP	chr11	67482778	67483278	0.199488747309917	0.193691495524281	272	122
AIPL1	chr17	6434949	6435449	-3.3537250309677e-05	-1.30942949475107e-05	34	2
AIRE	chr21	44285587	44286087	8.06763612834179e-05	2.36644825980664e-05	346	12
AIRN	chr6	160007414	160007914	0.00586497383956345	0.00473184458828348	675	33
AJAP1	chr1	4654794	4655294	0.00012131778871834	0.000196142037049647	98	6
AJUBA	chr14	22982392	22982892	0.219372744425626	0.214461065664261	529	124
AK1	chr9	127877493	127877993	0.0705069239024133	0.0686400469179419	766	102
AK2	chr1	33036661	33037161	0.202410819628045	0.216053278792398	805	130
AK3	chr9	4741059	4741559	0.333178438224785	0.316071371475508	678	131
AK4	chr1	65147916	65148416	0.123870487702593	0.122230125086733	884	107
AK5	chr1	77282351	77282851	0.108161951036422	0.10587407653853	739	90
AK6	chr5	69369332	69369832	0.70031930684222	0.686564990247524	386	131
AK7	chr14	96391860	96392360	0.759364127759405	0.751080968466695	931	130
AK8	chr9	132878561	132879061	0.0287756179108884	0.0281057254232547	684	96
AK9	chr6	109690962	109691462	0.403603417533873	0.411107284634722	608	129
AKAIN1	chr18	5197006	5197506	0.00048536134511632	0.000498928988735611	301	18
AKAP1	chr17	57084941	57085441	0.630138773436389	0.620890899614961	1019	131
AKAP10	chr17	19977606	19978106	0.587500461943452	0.579657923870115	743	130
AKAP11	chr13	42271902	42272402	0.756176073923809	0.740631008396325	677	131
AKAP12	chr6	151239748	151240248	0.0903328113193833	0.0846603134754908	928	89
AKAP13	chr15	85380365	85380865	0.644241701055299	0.64387603390253	980	131
AKAP14	chrX	119895722	119896222	0.000151773042568996	1.97555490356176e-05	211	8
AKAP17A	chrX	1591342	1591842	0.0486298557657249	0.0321860239855837	1181	56
AKAP2	chr9	110048347	110048847	0.172799579344277	0.166671487959332	1000	122
AKAP3	chr12	4648797	4649297	0.553369802733167	0.537327916070929	697	127
AKAP4	chrX	50200763	50201263	NA	NA	31	1
AKAP5	chr14	64465248	64465748	0.207802919103616	0.188040615964712	781	112
AKAP6	chr14	32329022	32329522	0.00095814246999244	0.000452500675517503	604	16
AKAP7	chr6	131249908	131250408	0.12572225166756	0.123642429412532	1087	110
AKAP8	chr19	15379551	15380051	0.626234623421976	0.613205409655368	457	131
AKAP8L	chr19	15418871	15419371	0.473158471577322	0.471886779219588	498	131
AKAP9	chr7	91940624	91941124	0.64569735933704	0.639115595698486	745	131
AKIP1	chr11	8910903	8911403	0.187531669534751	0.184008249956004	809	131
AKIRIN1	chr1	38990993	38991493	0.434996795679381	0.41327443067188	726	129
AKIRIN2	chr6	87702017	87702517	0.619873243725192	0.608033938174135	475	131
AKNA	chr9	114394155	114394655	0.026450456670039	0.0246988223323592	413	37
AKNAD1	chr1	108856854	108857354	0.00185480745592224	0.00164308873345014	131	17
AKR1A1	chr1	45550532	45551032	0.419094912595909	0.396153304537125	375	127
AKR1B1	chr7	134458942	134459442	0.367866508797297	0.375216611648587	939	123
AKR1B10	chr7	134527341	134527841	0.00906726969248519	0.00651278867030624	680	39
AKR1B15	chr7	134548846	134549346	0.0337093057141127	0.0300108171546914	626	46
AKR1C1	chr10	4963011	4963511	0.00272030019778183	0.00191339126052962	664	25
AKR1C2	chr10	5017783	5018283	0.00348068415220941	0.00278768462003052	721	24
AKR1C3	chr10	5094125	5094625	0.0693324476184561	0.0632120450923937	1303	104
AKR1C4	chr10	5196584	5197084	0.000626887753657705	0.000131452009136303	446	16
AKR1C6P	chr10	4916023	4916523	-0.000175166953235541	-0.000142968016307355	200	4
AKR1C8P	chr10	5184937	5185437	0.000186431684086434	6.83417930932431e-05	614	16
AKR1D1	chr7	138076181	138076681	-0.000177864788398513	-0.000110583565964794	164	4
AKR1E2	chr10	4825926	4826426	0.28112461838782	0.299606225136138	1320	116
AKR7A2	chr1	19311896	19312396	0.375666819798621	0.403131986947842	636	126
AKR7A2P1	chr1	112923099	112923599	0.00238355248819449	0.00154040949166414	325	29
AKR7A3	chr1	19288536	19289036	0.00849852584557027	0.00591819123389203	427	53
AKR7L	chr1	19273872	19274372	-0.000207748039671996	-0.00026154752695256	103	7
AKT1	chr14	104795493	104795993	0.20522016886165	0.192332294206124	810	115
AKT1S1	chr19	49877137	49877637	0.712519574243528	0.690003924722362	191	131
AKT2	chr19	40285145	40285645	0.631090582236711	0.634427309825541	517	131
AKT3	chr1	243843032	243843532	0.170747892693927	0.157634541209348	711	90
AKTIP	chr16	53503054	53503554	0.682336988729253	0.686933620336199	541	131
ALAD	chr9	113401088	113401588	0.467397251359949	0.479900279484334	789	131
ALAS1	chr3	52197832	52198332	0.0871561817483863	0.0811690091170873	630	127
ALAS2	chrX	55030814	55031314	2.99530857810093e-05	2.92625046223033e-05	81	3
ALB	chr4	73403988	73404488	-0.000214415778515254	-0.000237903136166679	137	6
ALCAM	chr3	105366462	105366962	0.403673058907114	0.379508776641697	1028	129
ALDH16A1	chr19	49452965	49453465	0.756713974971572	0.761019311861734	310	131
ALDH18A1	chr10	95656560	95657060	0.0803866488392254	0.0747057328080057	905	127
ALDH1A1	chr9	72953067	72953567	0.0411970151635267	0.0346675815080542	858	79
ALDH1A2	chr15	58065673	58066173	0.0269259629660853	0.0241472925948673	610	57
ALDH1A3	chr15	100879441	100879941	0.0319241806301208	0.0280554237600271	779	47
ALDH1B1	chr9	38392413	38392913	0.191481640100258	0.202147104875265	1151	127
ALDH1L1	chr3	126180552	126181052	0.0161189064038711	0.0125824792710082	583	53
ALDH1L1-AS1	chr3	126103389	126103889	-0.00036607885984164	-0.000537883629035945	305	15
ALDH1L1-AS2	chr3	126179814	126180314	0.0133759040331007	0.0103828868826561	419	37
