GeneSymbol	gene_chr	gene_tss	gene_tss500bp	is_ubiqutious_uniform
AMBP	chr9	114078222	114078722	False
AMBRA1	chr11	46593819	46594319	True
AMD1	chr6	110874533	110875033	True
AMDHD1	chr12	95943042	95943542	False
AMDHD2	chr16	2520111	2520611	False
AMELX	chrX	11293162	11293662	False
AMELY	chrY	6873777	6874277	False
AMER1	chrX	64205494	64205994	False
AMER2	chr13	25172033	25172533	False
AMER3	chr2	130756040	130756540	False
AMFR	chr16	56425288	56425788	True
AMH	chr19	2249028	2249528	False
AMHR2	chr12	53423604	53424104	False
AMIGO1	chr1	109509464	109509964	False
AMIGO2	chr12	47079701	47080201	False
AMIGO3	chr3	49719555	49720055	False
AMMECR1	chrX	110317902	110318402	False
AMMECR1L	chr2	127884610	127885110	False
AMN	chr14	102922405	102922905	False
AMN1	chr12	31728924	31729424	False
AMOT	chrX	112840565	112841065	False
AMOTL1	chr11	94768091	94768591	False
AMOTL2	chr3	134374335	134374835	False
AMPD1	chr1	114695368	114695868	False
AMPD2	chr1	109619562	109620062	False
AMPD3	chr11	10450426	10450926	False
AMPH	chr7	38631317	38631817	False
AMT	chr3	49422428	49422928	False
AMTN	chr4	70518321	70518821	False
AMY2A	chr1	103617081	103617581	False
AMY2B	chr1	103554393	103554893	False
AMZ1	chr7	2687951	2688451	False
AMZ2	chr17	68247753	68248253	True
AMZ2P1	chr17	64975335	64975835	False
ANAPC1	chr2	111883914	111884414	True
ANAPC10	chr4	145097969	145098469	True
ANAPC11	chr17	81891462	81891962	True
ANAPC13	chr3	134485771	134486271	False
ANAPC15	chr11	72112526	72113026	False
ANAPC16	chr10	72215749	72216249	True
ANAPC1P1	chr2	86861574	86862074	False
ANAPC2	chr9	137188355	137188855	False
ANAPC4	chr4	25376975	25377475	True
ANAPC5	chr12	121352212	121352712	True
ANAPC7	chr12	110403480	110403980	False
ANG	chr14	20683926	20684426	False
ANGEL1	chr14	76812690	76813190	True
ANGEL2	chr1	213015625	213016125	True
ANGPT1	chr8	107497805	107498305	False
ANGPT2	chr8	6563013	6563513	False
ANGPT4	chr20	916084	916584	False
ANGPTL1	chr1	178870830	178871330	False
ANGPTL2	chr9	127122515	127123015	False
ANGPTL3	chr1	62597236	62597736	False
ANGPTL4	chr19	8363876	8364376	False
ANGPTL5	chr11	101916272	101916772	False
ANGPTL6	chr19	10102499	10102999	False
ANGPTL7	chr1	11189038	11189538	False
ANGPTL8	chr19	11239368	11239868	False
ANHX	chr12	133235586	133236086	False
ANK1	chr8	41797372	41797872	False
ANK2	chr4	113049378	113049878	False
ANK3	chr10	60389734	60390234	False
ANKAR	chr2	189675734	189676234	False
ANKDD1A	chr15	64911651	64912151	False
ANKDD1B	chr5	75611225	75611725	False
ANKEF1	chr20	10034748	10035248	False
ANKFN1	chr17	56153224	56153724	False
ANKFY1	chr17	4263745	4264245	True
ANKH	chr5	14871528	14872028	False
ANKHD1	chr5	140401563	140402063	False
ANKHD1-EIF4EBP3	chr5	140401563	140402063	False
ANKIB1	chr7	92245983	92246483	False
ANKK1	chr11	113387540	113388040	False
ANKLE1	chr19	17281394	17281894	False
ANKLE2	chr12	132761638	132762138	False
ANKMY1	chr2	240557771	240558271	False
ANKMY2	chr7	16645567	16646067	False
ANKRA2	chr5	73565436	73565936	True
ANKRD1	chr10	90921025	90921525	False
ANKRD10	chr13	110914857	110915357	False
ANKRD11	chr16	89490311	89490811	False
ANKRD12	chr18	9136502	9137002	False
ANKRD13A	chr12	109999179	109999679	False
ANKRD13B	chr17	29593258	29593758	False
ANKRD13C	chr1	70354484	70354984	True
ANKRD13D	chr11	67289040	67289540	False
ANKRD16	chr10	5889647	5890147	False
ANKRD17	chr4	73258548	73259048	False
ANKRD18A	chr9	38620410	38620910	False
ANKRD18B	chr9	33524162	33524662	False
ANKRD18CP	chr9	97238492	97238992	False
ANKRD18DP	chr3	198080421	198080921	False
ANKRD19P	chr9	92809360	92809860	False
ANKRD2	chr10	97572190	97572690	False
ANKRD20A1	chr9	67859064	67859564	False
ANKRD20A11P	chr21	13980194	13980694	False
ANKRD20A19P	chr13	23949065	23949565	False
ANKRD20A4	chr9	64369312	64369812	False
ANKRD20A5P	chr18	14178846	14179346	False
ANKRD20A8P	chr2	94856825	94857325	False
ANKRD20A9P	chr13	18871717	18872217	False
ANKRD22	chr10	88851725	88852225	False
ANKRD23	chr2	96843771	96844271	False
ANKRD24	chr19	4183103	4183603	False
ANKRD26	chr10	27100248	27100748	False
ANKRD26P1	chr16	46568847	46569347	False
ANKRD26P3	chr13	19344723	19345223	False
ANKRD27	chr19	32674946	32675446	True
ANKRD28	chr3	15859296	15859796	False
ANKRD29	chr18	23662635	23663135	False
ANKRD30A	chr10	37125606	37126106	False
ANKRD30B	chr18	14747989	14748489	False
ANKRD30BL	chr2	132161702	132162202	False
ANKRD30BP2	chr21	13037915	13038415	False
ANKRD30BP3	chr10	45154411	45154911	False
ANKRD31	chr5	75236628	75237128	False
ANKRD33	chr12	51887758	51888258	False
ANKRD33B	chr5	10564072	10564572	False
ANKRD34A	chr1	145964332	145964832	False
ANKRD34B	chr5	80570235	80570735	False
ANKRD34C	chr15	79282553	79283053	False
ANKRD34C-AS1	chr15	79283695	79284195	False
ANKRD35	chr1	145885616	145886116	False
ANKRD36	chr2	97113245	97113745	False
ANKRD36B	chr2	97589715	97590215	False
ANKRD36BP1	chr1	168247180	168247680	False
ANKRD36BP2	chr2	88765651	88766151	False
ANKRD36C	chr2	95992070	95992570	False
ANKRD37	chr4	185396435	185396935	False
ANKRD39	chr2	96857769	96858269	True
ANKRD40	chr17	50707659	50708159	False
ANKRD42	chr11	83193488	83193988	False
ANKRD44	chr2	197310547	197311047	False
ANKRD44-IT1	chr2	197302269	197302769	False
ANKRD45	chr1	173669612	173670112	False
ANKRD46	chr8	100559536	100560036	False
ANKRD49	chr11	94493736	94494236	False
ANKRD50	chr4	124712482	124712982	False
ANKRD52	chr12	56258109	56258609	True
ANKRD53	chr2	70978194	70978694	False
ANKRD54	chr22	37844096	37844596	False
ANKRD55	chr5	56233109	56233609	False
ANKRD6	chr6	89432927	89433427	False
ANKRD60	chr20	58228403	58228903	False
ANKRD61	chr7	6031125	6031625	False
ANKRD62	chr18	12093598	12094098	False
ANKRD62P1-PARP4P3	chr22	16675290	16675790	False
ANKRD63	chr15	40282336	40282836	False
ANKRD65	chr1	1421194	1421694	False
ANKRD66	chr6	46746666	46747166	False
ANKRD7	chr7	118224407	118224907	False
ANKRD9	chr14	102509556	102510056	False
ANKS1A	chr6	34889010	34889510	False
ANKS1B	chr12	99154549	99155049	False
ANKS3	chr16	4734127	4734627	False
ANKS4B	chr16	21233444	21233944	False
ANKS6	chr9	98796292	98796792	False
ANKUB1	chr3	149792573	149793073	False
ANKZF1	chr2	219229506	219230006	True
ANLN	chr7	36389552	36390052	False
ANO1	chr11	70078051	70078551	False
ANO1-AS2	chr11	70075098	70075598	False
ANO10	chr3	43621827	43622327	True
ANO2	chr12	5945009	5945509	False
ANO3	chr11	26331880	26332380	False
ANO4	chr12	100794345	100794845	False
ANO5	chr11	22192925	22193425	False
ANO6	chr12	45215736	45216236	False
ANO7	chr2	241188258	241188758	False
ANO8	chr19	17334579	17335079	False
ANO9	chr11	441761	442261	False
ANOS1	chrX	8731937	8732437	False
ANP32A	chr15	68820672	68821172	True
ANP32A-IT1	chr15	68806851	68807351	False
ANP32AP1	chr15	35237075	35237575	False
ANP32B	chr9	97982956	97983456	False
ANP32C	chr4	164197461	164197961	False
ANP32D	chr12	48472414	48472914	False
ANP32E	chr1	150235906	150236406	False
ANPEP	chr15	89814590	89815090	False
ANTXR1	chr2	69012893	69013393	False
ANTXR2	chr4	80073073	80073573	False
ANTXRL	chr10	46286746	46287246	False
ANTXRLP1	chr10	46269358	46269858	False
ANXA1	chr9	73151480	73151980	False
ANXA10	chr4	168092286	168092786	False
ANXA11	chr10	80205322	80205822	False
ANXA13	chr8	123737176	123737676	False
ANXA2	chr15	60397736	60398236	False
ANXA2P1	chr4	153308561	153309061	False
ANXA2P2	chr9	33623974	33624474	False
ANXA2P3	chr10	64825277	64825777	False
ANXA2R	chr5	43040095	43040595	False
ANXA3	chr4	78551337	78551837	False
ANXA4	chr2	69741723	69742223	False
ANXA5	chr4	121696742	121697242	False
ANXA6	chr5	151157632	151158132	True
ANXA7	chr10	73413835	73414335	True
ANXA8L1	chr10	46375339	46375839	False
ANXA9	chr1	150981772	150982272	False
AOAH	chr7	36724299	36724799	False
AOAH-IT1	chr7	36599870	36600370	False
AOC1	chr7	150852226	150852726	False
AOC2	chr17	42844332	42844832	False
AOC3	chr17	42850933	42851433	False
AOC4P	chr17	42866894	42867394	False
AOX1	chr2	200585757	200586257	False
AOX3P-AOX2P	chr2	200695472	200695972	False
AP1AR	chr4	112231488	112231988	True
AP1B1	chr22	29388333	29388833	False
AP1B1P1	chr22	32121726	32122226	False
AP1G1	chr16	71808823	71809323	False
AP1G2	chr14	23567586	23568086	False
AP1M1	chr19	16197603	16198103	True
AP1M2	chr19	10587065	10587565	False
AP1S1	chr7	101154154	101154654	True
AP1S2	chrX	15854764	15855264	False
AP1S3	chr2	223837352	223837852	False
AP2A1	chr19	49766672	49767172	False
AP2A2	chr11	925558	926058	True
AP2B1	chr17	35587012	35587512	False
AP2M1	chr3	184174595	184175095	False
AP2S1	chr19	46850745	46851245	True
AP3B1	chr5	78294505	78295005	True
AP3B2	chr15	82709658	82710158	False
AP3D1	chr19	2151307	2151807	True
AP3M1	chr10	74150835	74151335	True
AP3M2	chr8	42152695	42153195	False
AP3S1	chr5	115841355	115841855	True
AP3S2	chr15	89894135	89894635	True
AP4B1	chr1	113904874	113905374	True
AP4B1-AS1	chr1	113856384	113856884	False
AP4E1	chr15	50908421	50908921	True
AP4M1	chr7	100101256	100101756	True
AP4S1	chr14	31025219	31025719	False
AP5B1	chr11	65780341	65780841	False
AP5M1	chr14	57268637	57269137	False
AP5S1	chr20	3820273	3820773	False
AP5Z1	chr7	4775380	4775880	False
APAF1	chr12	98645049	98645549	False
APBA1	chr9	69672109	69672609	False
APBA2	chr15	28921386	28921886	False
APBA3	chr19	3761425	3761925	True
APBB1	chr11	6418861	6419361	False
APBB1IP	chr10	26438086	26438586	False
APBB2	chr4	41214368	41214868	False
APBB3	chr5	140564354	140564854	False
APC	chr5	112737608	112738108	False
APC2	chr19	1449898	1450398	False
APCDD1	chr18	10454377	10454877	False
APCDD1L	chr20	58514688	58515188	False
APCDD1L-AS1	chr20	58515128	58515628	False
APCS	chr1	159587575	159588075	False
APEH	chr3	49673751	49674251	True
APELA	chr4	164876737	164877237	False
APEX1	chr14	20454880	20455380	True
APEX2	chrX	55000072	55000572	True
APH1A	chr1	150268959	150269459	True
APH1B	chr15	63277299	63277799	False
API5	chr11	43311704	43312204	True
APIP	chr11	34916161	34916661	False
APITD1-CORT	chr1	10429851	10430351	False
APLF	chr2	68467308	68467808	False
APLN	chrX	129654706	129655206	False
APLNR	chr11	57237203	57237703	False
APLP1	chr19	35868194	35868694	False
APLP2	chr11	130069570	130070070	False
APMAP	chr20	24992539	24993039	False
APOA1	chr11	116837700	116838200	False
APOA1-AS	chr11	116835866	116836366	False
APOA2	chr1	161223378	161223878	False
APOA4	chr11	116823045	116823545	False
APOA5	chr11	116792170	116792670	False
APOB	chr2	21043823	21044323	False
APOBEC1	chr12	7665653	7666153	False
APOBEC2	chr6	41052950	41053450	False
APOBEC3A	chr22	38957271	38957771	False
APOBEC3A_B	chr22	38957271	38957771	False
APOBEC3B	chr22	38982148	38982648	False
APOBEC3B-AS1	chr22	38997970	38998470	False
APOBEC3C	chr22	39014009	39014509	False
APOBEC3D	chr22	39020862	39021362	False
APOBEC3F	chr22	39040417	39040917	False
APOBEC3G	chr22	39076754	39077254	False
APOBEC3H	chr22	39096973	39097473	False
APOBEC4	chr1	183653063	183653563	False
APOBR	chr16	28494398	28494898	False
APOC1	chr19	44913996	44914496	False
APOC1P1	chr19	44926552	44927052	False
APOC2	chr19	44945731	44946231	False
APOC3	chr11	116829657	116830157	False
APOC4	chr19	44941987	44942487	False
APOC4-APOC2	chr19	44941987	44942487	False
APOD	chr3	195583955	195584455	False
APOE	chr19	44905498	44905998	False
APOF	chr12	56362549	56363049	False
APOH	chr17	66229188	66229688	False
APOL1	chr22	36252820	36253320	False
APOL2	chr22	36239393	36239893	False
APOL3	chr22	36160679	36161179	False
APOL4	chr22	36204583	36205083	False
APOL5	chr22	35717621	35718121	False
APOL6	chr22	35648126	35648626	False
APOLD1	chr12	12785356	12785856	False
APOM	chr6	31652159	31652659	False
APOO	chrX	23907690	23908190	True
APOOL	chrX	85003641	85004141	False
APOOP5	chr16	59754941	59755441	False
APOPT1	chr14	103562706	103563206	True
APP	chr21	26170570	26171070	False
APPBP2	chr17	60525990	60526490	False
APPL1	chr3	57227486	57227986	False
APPL2	chr12	105235980	105236480	False
APRT	chr16	88811684	88812184	True
APTR	chr7	77696015	77696515	False
APTX	chr9	33001391	33001891	True
AQP1	chr7	30911443	30911943	False
AQP10	chr1	154320865	154321365	False
AQP11	chr11	77589384	77589884	False
AQP12A	chr2	240691594	240692094	False
AQP12B	chr2	240682650	240683150	False
AQP2	chr12	49950490	49950990	False
AQP3	chr9	33447383	33447883	False
AQP4	chr18	26865594	26866094	False
AQP4-AS1	chr18	26865057	26865557	False
AQP5	chr12	49961245	49961745	False
AQP6	chr12	49972586	49973086	False
AQP7	chr9	33402432	33402932	False
AQP7P1	chr9	63334270	63334770	False
AQP7P3	chr9	64638534	64639034	False
AQP8	chr16	25216713	25217213	False
AQP9	chr15	58137945	58138445	False
AQR	chr15	34969544	34970044	True
AR	chrX	67544372	67544872	False
ARAF	chrX	47560849	47561349	True
ARAP1	chr11	72722108	72722608	True
ARAP2	chr4	36244107	36244607	False
ARAP3	chr5	141681983	141682483	False
ARC	chr8	142614222	142614722	False
ARCN1	chr11	118572136	118572636	True
AREL1	chr14	74712854	74713354	False
ARF1	chr1	228082409	228082909	True
ARF3	chr12	48957219	48957719	True
ARF4	chr3	57597238	57597738	True
ARF4-AS1	chr3	57597538	57598038	False
ARF5	chr7	127588101	127588601	False
ARF6	chr14	49892767	49893267	True
ARFGAP1	chr20	63272534	63273034	True
ARFGAP2	chr11	47176875	47177375	True
ARFGAP3	chr22	42857152	42857652	False
ARFGEF1	chr8	67343427	67343927	False
ARFGEF2	chr20	48921487	48921987	False
ARFGEF3	chr6	138161665	138162165	False
ARFIP1	chr4	152779686	152780186	False
ARFIP2	chr11	6481229	6481729	True
ARFRP1	chr20	63707763	63708263	True
ARG1	chr6	131572953	131573453	False
ARG2	chr14	67619611	67620111	False
ARGFX	chr3	121567680	121568180	False
ARGFXP2	chr17	32151321	32151821	False
ARGLU1	chr13	106567916	106568416	False
ARHGAP1	chr11	46700415	46700915	False
ARHGAP10	chr4	147732051	147732551	False
ARHGAP11A	chr15	32615225	32615725	False
ARHGAP11B	chr15	30626425	30626925	False
ARHGAP12	chr10	31928626	31929126	True
ARHGAP15	chr2	143129079	143129579	False
ARHGAP17	chr16	25015128	25015628	True
ARHGAP18	chr6	129709975	129710475	False
ARHGAP19	chr10	97292423	97292923	False
ARHGAP19-SLIT1	chr10	97292423	97292923	False
ARHGAP20	chr11	110712478	110712978	False
ARHGAP21	chr10	24723418	24723918	False
ARHGAP22	chr10	48604881	48605381	False
ARHGAP23	chr17	38428225	38428725	False
ARHGAP24	chr4	85778447	85778947	False
ARHGAP25	chr2	68774550	68775050	False
ARHGAP26	chr5	142770476	142770976	False
ARHGAP26-AS1	chr5	142868660	142869160	False
ARHGAP26-IT1	chr5	143192249	143192749	False
ARHGAP27	chr17	45432666	45433166	False
ARHGAP27P1	chr17	64781254	64781754	False
ARHGAP27P1-BPTFP1-KPNA2P3	chr17	64781749	64782249	False
ARHGAP28	chr18	6834182	6834682	False
ARHGAP29	chr1	94237501	94238001	False
ARHGAP30	chr1	161069720	161070220	False
ARHGAP31	chr3	119294122	119294622	False
ARHGAP31-AS1	chr3	119322510	119323010	False
ARHGAP32	chr11	129023943	129024443	False
ARHGAP33	chr19	35775264	35775764	False
ARHGAP35	chr19	46918425	46918925	False
ARHGAP36	chrX	131057991	131058491	False
ARHGAP39	chr8	144605445	144605945	False
ARHGAP4	chrX	153926010	153926510	True
ARHGAP40	chr20	38601683	38602183	False
ARHGAP42	chr11	100687425	100687925	False
ARHGAP44	chr17	12789261	12789761	False
ARHGAP45	chr19	1066915	1067415	False
ARHGAP5	chr14	32077038	32077538	False
ARHGAP5-AS1	chr14	32076449	32076949	False
ARHGAP6	chrX	11665451	11665951	False
ARHGAP8	chr22	44752307	44752807	False
ARHGAP9	chr12	57477948	57478448	False
ARHGDIA	chr17	81871156	81871656	True
ARHGDIB	chr12	14961520	14962020	False
ARHGDIG	chr16	280355	280855	False
ARHGEF1	chr19	41882949	41883449	False
ARHGEF10	chr8	1823725	1824225	False
ARHGEF10L	chr1	17539584	17540084	False
ARHGEF11	chr1	157045120	157045620	False
ARHGEF12	chr11	120336658	120337158	False
ARHGEF15	chr17	8310571	8311071	False
ARHGEF16	chr1	3454332	3454832	False
ARHGEF17	chr11	73308367	73308867	False
ARHGEF18	chr19	7394862	7395362	False
ARHGEF19	chr1	16212421	16212921	False
ARHGEF2	chr1	155978295	155978795	False
ARHGEF25	chr12	57611184	57611684	False
ARHGEF26	chr3	154121109	154121609	False
ARHGEF26-AS1	chr3	154120960	154121460	False
ARHGEF28	chr5	73625907	73626407	False
ARHGEF3	chr3	56801717	56802217	False
ARHGEF3-AS1	chr3	56939789	56940289	False
ARHGEF33	chr2	38919112	38919612	False
ARHGEF34P	chr7	144285753	144286253	False
ARHGEF35	chr7	144195448	144195948	False
ARHGEF37	chr5	149581321	149581821	False
ARHGEF38	chr4	105552369	105552869	False
ARHGEF38-IT1	chr4	105561340	105561840	False
ARHGEF39	chr9	35665031	35665531	False
ARHGEF4	chr2	130916400	130916900	False
ARHGEF40	chr14	21070009	21070509	False
ARHGEF5	chr7	144355145	144355645	False
ARHGEF6	chrX	136781094	136781594	False
ARHGEF7	chr13	111114368	111114868	False
ARHGEF7-AS1	chr13	111148315	111148815	False
ARHGEF7-AS2	chr13	111115428	111115928	False
ARHGEF9	chrX	63754901	63755401	False
ARHGEF9-IT1	chrX	63671252	63671752	False
ARID1A	chr1	26695780	26696280	False
ARID1B	chr6	156777679	156778179	False
ARID2	chr12	45729458	45729958	False
ARID3A	chr19	925786	926286	False
ARID3B	chr15	74540926	74541426	False
ARID3C	chr9	34627764	34628264	False
ARID4A	chr14	58298253	58298753	False
ARID4B	chr1	235327967	235328467	False
ARID5A	chr2	96536468	96536968	False
ARID5B	chr10	61901003	61901503	False
ARIH1	chr15	72474075	72474575	False
ARIH2	chr3	48918569	48919069	True
ARIH2OS	chr3	48919135	48919635	False
ARL1	chr12	101407570	101408070	True
ARL10	chr5	176365217	176365717	False
ARL11	chr13	49628048	49628548	False
ARL13A	chrX	100969457	100969957	False
ARL13B	chr3	93979888	93980388	False
ARL14	chr3	160676909	160677409	False
ARL14EP	chr11	30322848	30323348	False
ARL14EPL	chr5	116051215	116051715	False
ARL15	chr5	54310323	54310823	False
ARL16	chr17	81683674	81684174	True
ARL17A	chr17	46579472	46579972	False
ARL17B	chr17	46361518	46362018	False
ARL2	chr11	65013862	65014362	True
ARL2-SNX15	chr11	65013862	65014362	False
ARL2BP	chr16	57244875	57245375	True
ARL3	chr10	102714183	102714683	False
ARL4A	chr7	12687035	12687535	False
ARL4C	chr2	234496799	234497299	False
ARL4D	chr17	43398734	43399234	False
ARL5A	chr2	151828245	151828745	True
ARL5B	chr10	18659133	18659633	False
ARL5C	chr17	39165911	39166411	False
ARL6	chr3	97764270	97764770	False
ARL6IP1	chr16	18801428	18801928	True
ARL6IP4	chr12	122979809	122980309	True
ARL6IP5	chr3	69084688	69085188	False
ARL6IP6	chr2	152717642	152718142	True
ARL8A	chr1	202144493	202144993	True
ARL8B	chr3	5121994	5122494	False
ARL9	chr4	56504958	56505458	False
ARMC1	chr8	65633967	65634467	True
ARMC10	chr7	103074630	103075130	True
ARMC12	chr6	35736781	35737281	False
ARMC2	chr6	108848165	108848665	False
ARMC2-AS1	chr6	108923853	108924353	False
ARMC3	chr10	22927773	22928273	False
ARMC4	chr10	27998800	27999300	False
ARMC4P1	chr10	27258511	27259011	False
ARMC5	chr16	31458745	31459245	False
ARMC6	chr19	19033327	19033827	True
ARMC7	chr17	75109701	75110201	False
ARMC8	chr3	138186997	138187497	True
ARMC9	chr2	231198295	231198795	False
ARMCX1	chrX	101550280	101550780	False
ARMCX2	chrX	101659641	101660141	False
ARMCX3	chrX	101622879	101623379	True
ARMCX4	chrX	101485003	101485503	False
ARMCX5	chrX	102599247	102599747	False
ARMCX5-GPRASP2	chrX	102599097	102599597	False
ARMCX6	chrX	101617751	101618251	True
ARMS2	chr10	122454412	122454912	False
ARMT1	chr6	151452007	151452507	False
ARNT	chr1	150876518	150877018	False
ARNT2	chr15	80404099	80404599	False
ARNTL	chr11	13277476	13277976	False
ARNTL2	chr12	27332603	27333103	False
ARNTL2-AS1	chr12	27446384	27446884	False
ARPC1A	chr7	99325622	99326122	True
ARPC1B	chr7	99374424	99374924	False
ARPC2	chr2	218217146	218217646	True
ARPC3	chr12	110450161	110450661	False
ARPC4	chr3	9792244	9792744	False
ARPC4-TTLL3	chr3	9792297	9792797	False
ARPC5	chr1	183635691	183636191	False
ARPC5L	chr9	124861867	124862367	True
ARPIN	chr15	89912740	89913240	False
ARPP19	chr15	52568882	52569382	True
ARPP21	chr3	35679373	35679873	False
ARR3	chrX	70268084	70268584	False
ARRB1	chr11	75351581	75352081	False
ARRB2	chr17	4710243	4710743	False
ARRDC1	chr9	137605389	137605889	False
ARRDC1-AS1	chr9	137618645	137619145	False
ARRDC2	chr19	18007917	18008417	False
ARRDC3	chr5	91383123	91383623	False
ARRDC3-AS1	chr5	91380096	91380596	False
ARRDC4	chr15	97960452	97960952	False
ARRDC5	chr19	4902617	4903117	False
ARSA	chr22	50627923	50628423	False
ARSB	chr5	78986284	78986784	False
ARSD	chrX	2929125	2929625	False
ARSD-AS1	chrX	2904653	2905153	False
ARSE	chrX	2964203	2964703	False
ARSF	chrX	3066548	3067048	False
ARSG	chr17	68258931	68259431	False
ARSH	chrX	3006362	3006862	False
ARSI	chr5	150302712	150303212	False
ARSJ	chr4	113979472	113979972	False
ARSK	chr5	95554870	95555370	False
ART1	chr11	3644880	3645380	False
